idbestellungen;kunden_idkunden;DATUM;AUSGELIEFERT
15418;26771;2007-07-04;0
15419;28026;2007-06-09;0
15421;26899;2007-04-14;1
15423;22165;2007-06-12;0
15425;23670;2007-05-19;1
15427;28371;2007-06-26;0
15430;27908;2007-04-04;1
15436;26135;2007-04-15;1
15440;22567;2007-07-04;0
15441;27084;2007-05-22;0
15443;25479;2007-05-10;1
15444;22147;2007-04-15;1
15445;25047;2007-06-04;0
15446;26041;2007-05-30;0
15451;24668;2007-04-14;1
15458;24405;2007-06-21;0
15460;23565;2007-04-20;1
15462;21146;2007-05-10;1
15463;21289;2007-04-05;1
15466;23277;2007-06-23;0
15470;19574;2007-05-30;0
15472;19833;2007-05-27;0
15476;19036;2007-07-03;0
15480;26267;2007-06-29;0
15482;27182;2007-05-06;1
15483;28255;2007-06-23;0
15484;19073;2007-06-11;0
15487;25724;2007-05-13;1
15488;23532;2007-06-12;0
15490;22405;2007-06-15;0
15494;19555;2007-07-05;0
15501;19221;2007-05-27;0
15503;18820;2007-05-26;0
15504;21545;2007-04-26;1
15505;24113;2007-06-12;0
15511;25930;2007-06-30;0
15515;23304;2007-07-09;0
15517;21528;2007-05-27;0
15520;18618;2007-06-09;0
15521;26191;2007-05-13;1
15528;21372;2007-06-24;0
15529;25381;2007-05-03;1
15530;26163;2007-05-16;1
15536;26234;2007-07-04;0
15539;23598;2007-07-09;0
15540;27042;2007-05-05;1
15544;25681;2007-06-25;0
15545;25112;2007-06-25;0
15546;28143;2007-06-20;0
15547;26430;2007-06-04;0
15548;19941;2007-06-12;0
15549;24889;2007-07-06;0
15550;22046;2007-04-29;1
15553;28364;2007-05-24;0
15554;26611;2007-04-22;1
15557;27570;2007-06-23;0
15560;18619;2007-05-11;1
15561;19379;2007-04-17;1
15566;24953;2007-06-19;0
15568;28539;2007-06-13;0
15570;25707;2007-04-06;1
15577;26000;2007-06-10;0
15579;20765;2007-05-07;1
15582;22791;2007-06-09;0
15583;25121;2007-06-27;0
15586;19466;2007-07-05;0
15590;28389;2007-04-10;1
15591;27301;2007-04-12;1
15593;20566;2007-06-15;0
15601;26901;2007-04-12;1
15602;26529;2007-06-30;0
15604;27819;2007-07-02;0
15606;26867;2007-05-30;0
15609;21610;2007-04-10;1
15610;23219;2007-05-05;1
15612;20883;2007-04-29;1
15616;25226;2007-05-18;1
15619;26964;2007-06-17;0
15621;23703;2007-04-23;1
15623;21388;2007-07-08;0
15625;27043;2007-07-03;0
15627;22889;2007-04-23;1
15632;22881;2007-06-15;0
15634;20606;2007-05-01;1
15638;25939;2007-07-05;0
15643;21118;2007-05-11;1
15645;18457;2007-05-25;0
15647;25966;2007-05-22;0
15649;22700;2007-06-26;0
15651;20286;2007-04-20;1
15652;23680;2007-07-03;0
15664;21000;2007-05-11;1
15669;27168;2007-06-11;0
15673;20853;2007-05-29;0
15677;23309;2007-06-22;0
15680;20624;2007-04-12;1
15684;22753;2007-06-15;0
15690;26519;2007-06-01;0
15693;25162;2007-07-06;0
15699;23491;2007-05-20;1
15704;21593;2007-07-01;0
15705;24724;2007-05-03;1
15708;21353;2007-06-09;0
15709;26704;2007-06-27;0
15710;24405;2007-05-02;1
15712;24960;2007-05-07;1
15716;22768;2007-06-10;0
15717;23892;2007-06-26;0
15721;26238;2007-04-22;1
15725;25077;2007-04-12;1
15727;18916;2007-05-05;1
15728;18915;2007-05-19;1
15730;21494;2007-05-02;1
15732;23192;2007-06-22;0
15736;22994;2007-05-24;0
15737;23972;2007-06-24;0
15739;26667;2007-05-15;1
15742;25372;2007-06-29;0
15744;19745;2007-04-17;1
15749;18478;2007-05-16;1
15759;25153;2007-06-21;0
15763;20186;2007-04-13;1
15765;19132;2007-04-07;1
15766;21887;2007-04-27;1
15769;19649;2007-05-21;0
15771;27434;2007-06-26;0
15775;28257;2007-05-02;1
15777;26656;2007-05-18;1
15779;19208;2007-05-28;0
15781;20077;2007-05-27;0
15788;26366;2007-04-03;1
15793;18741;2007-04-17;1
15796;23722;2007-04-26;1
15801;25990;2007-04-21;1
15803;25361;2007-05-28;0
15807;26946;2007-05-09;1
15812;24281;2007-06-01;0
15813;23294;2007-04-17;1
15815;23621;2007-06-23;0
15819;27355;2007-04-13;1
15823;19442;2007-04-21;1
15827;18532;2007-06-14;0
15829;18371;2007-04-24;1
15831;24317;2007-05-24;0
15835;19378;2007-05-14;1
15838;28339;2007-06-10;0
15839;23681;2007-04-03;1
15841;19116;2007-04-28;1
15842;26314;2007-07-03;0
15846;20841;2007-04-29;1
15852;26664;2007-04-05;1
15854;27543;2007-06-10;0
15857;26734;2007-06-17;0
15859;28116;2007-04-12;1
15862;20376;2007-04-21;1
15863;19064;2007-05-28;0
15868;20916;2007-06-26;0
15870;21084;2007-04-26;1
15874;27229;2007-06-03;0
15883;18586;2007-07-08;0
15885;21562;2007-06-05;0
15886;26291;2007-05-21;0
15887;28303;2007-07-05;0
15892;26366;2007-04-09;1
15894;23025;2007-05-13;1
15896;27378;2007-04-08;1
15898;26302;2007-05-31;0
15899;25596;2007-04-28;1
15902;23173;2007-04-10;1
15903;21274;2007-04-22;1
15904;24176;2007-07-05;0
15905;28599;2007-04-20;1
15906;27836;2007-04-28;1
15914;19062;2007-04-17;1
15915;27419;2007-06-20;0
15919;19159;2007-04-04;1
15923;19954;2007-05-04;1
15934;22217;2007-05-08;1
15938;23047;2007-04-05;1
15940;22364;2007-05-09;1
15943;23670;2007-06-07;0
15945;26087;2007-05-27;0
15946;20206;2007-04-28;1
15947;21910;2007-04-28;1
15949;24244;2007-06-02;0
15951;25588;2007-06-25;0
15960;20125;2007-06-08;0
15962;25455;2007-07-09;0
15967;24608;2007-05-28;0
15970;20080;2007-04-11;1
15971;21320;2007-06-26;0
15973;23251;2007-06-25;0
15974;25433;2007-06-04;0
15975;27863;2007-07-09;0
15976;19794;2007-06-29;0
15980;25074;2007-04-18;1
15983;22124;2007-06-08;0
15987;27349;2007-06-21;0
15990;26752;2007-04-18;1
15994;20757;2007-05-29;0
15998;19846;2007-04-19;1
16000;22735;2007-04-02;1
16001;24235;2007-06-09;0
16003;21616;2007-06-01;0
16011;25113;2007-05-12;1
16013;25305;2007-04-24;1
16018;18339;2007-04-18;1
16020;20375;2007-07-03;0
16022;22333;2007-06-07;0
16023;23439;2007-06-12;0
16024;18705;2007-06-05;0
16027;20505;2007-06-06;0
16029;18718;2007-07-07;0
16034;19481;2007-06-10;0
16039;28196;2007-05-27;0
16040;25970;2007-05-25;0
16050;22093;2007-04-07;1
16052;22449;2007-04-03;1
16054;23713;2007-05-22;0
16060;23997;2007-06-14;0
16061;26340;2007-04-03;1
16063;20268;2007-07-05;0
16073;18781;2007-05-31;0
16074;19590;2007-06-14;0
16078;22349;2007-06-15;0
16084;25263;2007-07-01;0
16088;20785;2007-04-02;1
16090;27574;2007-05-16;1
16095;28267;2007-05-24;0
16097;25370;2007-07-03;0
16099;22385;2007-07-02;0
16100;21607;2007-07-05;0
16101;18886;2007-06-22;0
16103;22795;2007-04-30;1
16106;26225;2007-06-14;0
16111;23717;2007-04-20;1
16112;22521;2007-05-07;1
16118;23643;2007-04-05;1
16120;22147;2007-05-07;1
16121;23790;2007-04-12;1
16122;21177;2007-05-01;1
16126;25988;2007-05-24;0
16129;19960;2007-04-23;1
16131;19544;2007-07-01;0
16132;22415;2007-04-29;1
16133;28601;2007-06-22;0
16134;24097;2007-07-04;0
16135;22137;2007-04-21;1
16137;21932;2007-04-23;1
16144;28205;2007-07-08;0
16146;22692;2007-07-06;0
16147;20655;2007-05-21;0
16148;25299;2007-05-14;1
16155;26455;2007-06-24;0
16156;26346;2007-05-23;0
16157;27036;2007-06-16;0
16160;20893;2007-05-15;1
16163;20651;2007-07-02;0
16164;21263;2007-05-06;1
16167;22557;2007-05-24;0
16168;19023;2007-04-13;1
16174;26008;2007-04-24;1
16176;22244;2007-05-26;0
16180;18763;2007-06-12;0
16183;27052;2007-06-30;0
16188;28363;2007-04-27;1
16189;26280;2007-04-11;1
16190;24428;2007-06-07;0
16193;26593;2007-05-21;0
16195;19058;2007-06-18;0
16196;21077;2007-06-05;0
16198;20507;2007-05-18;1
16206;25280;2007-05-19;1
16211;18301;2007-04-06;1
16212;22164;2007-06-03;0
16216;25741;2007-05-15;1
16217;19310;2007-06-12;0
16218;18708;2007-06-12;0
16219;19282;2007-04-05;1
16220;21733;2007-05-20;1
16221;19445;2007-06-21;0
16222;22832;2007-04-29;1
16223;21381;2007-04-03;1
16227;18449;2007-05-23;0
16230;19543;2007-05-15;1
16235;18629;2007-04-30;1
16238;23065;2007-07-08;0
16242;24583;2007-04-15;1
16244;22070;2007-06-20;0
16249;27842;2007-04-10;1
16250;21954;2007-05-06;1
16252;19462;2007-07-01;0
16254;24199;2007-07-08;0
16258;27813;2007-06-19;0
16259;26536;2007-04-13;1
16260;23200;2007-06-17;0
16264;25988;2007-04-06;1
16265;20136;2007-05-10;1
16268;27737;2007-06-29;0
16269;22147;2007-05-17;1
16271;23853;2007-06-17;0
16272;24883;2007-06-13;0
16276;23499;2007-06-07;0
16278;27949;2007-04-23;1
16280;22162;2007-04-24;1
16286;21887;2007-07-09;0
16288;20655;2007-06-07;0
16289;21799;2007-04-26;1
16291;23450;2007-04-27;1
16293;25167;2007-06-27;0
16295;27144;2007-06-27;0
16296;20827;2007-07-09;0
16303;20946;2007-05-01;1
16305;26738;2007-05-28;0
16311;23217;2007-06-05;0
16313;18775;2007-07-04;0
16315;23152;2007-05-20;1
16318;22602;2007-05-12;1
16320;26887;2007-05-10;1
16326;21141;2007-07-01;0
16327;28354;2007-06-26;0
16330;25469;2007-04-29;1
16332;25879;2007-06-18;0
16333;26016;2007-06-20;0
16336;21336;2007-05-23;0
16341;20250;2007-05-03;1
16342;27669;2007-05-04;1
16348;20793;2007-07-08;0
16350;24305;2007-06-07;0
16352;23021;2007-04-24;1
16356;21323;2007-04-29;1
16359;27575;2007-06-15;0
16362;18769;2007-04-17;1
16366;25975;2007-06-27;0
16371;19791;2007-06-14;0
16372;22561;2007-05-22;0
16374;24596;2007-04-21;1
16377;28454;2007-05-05;1
16379;19988;2007-06-24;0
16383;28338;2007-05-01;1
16384;19770;2007-06-04;0
16387;19971;2007-05-30;0
16388;22332;2007-06-17;0
16390;22861;2007-05-09;1
16391;19923;2007-05-12;1
16397;27187;2007-05-11;1
16399;23177;2007-05-23;0
16400;20771;2007-06-01;0
16402;27475;2007-04-25;1
16409;25685;2007-07-05;0
16411;21507;2007-07-03;0
16413;20137;2007-04-15;1
16414;24401;2007-05-03;1
16415;25668;2007-06-07;0
16416;26882;2007-05-14;1
16417;19068;2007-06-26;0
16419;24473;2007-05-13;1
16420;26879;2007-04-05;1
16422;18505;2007-05-29;0
16423;25527;2007-05-26;0
16424;23242;2007-06-26;0
16426;19594;2007-04-27;1
16428;25767;2007-04-02;1
16432;24047;2007-06-20;0
16434;27855;2007-04-24;1
16438;18349;2007-04-06;1
16440;24838;2007-04-26;1
16441;24816;2007-05-17;1
16443;25285;2007-06-22;0
16446;19536;2007-05-28;0
16448;20607;2007-04-15;1
16454;24936;2007-05-20;1
16459;28096;2007-06-09;0
16462;18823;2007-05-06;1
16463;20439;2007-06-21;0
16464;20530;2007-04-06;1
16466;26097;2007-04-15;1
16467;22538;2007-04-09;1
16468;20919;2007-07-01;0
16469;22901;2007-05-31;0
16471;22649;2007-04-30;1
16473;22731;2007-05-28;0
16474;28273;2007-04-18;1
16476;24620;2007-06-08;0
16477;21858;2007-06-16;0
16479;21888;2007-05-13;1
16480;19632;2007-07-08;0
16485;22741;2007-06-01;0
16490;18332;2007-05-28;0
16492;24148;2007-04-27;1
16493;18891;2007-05-06;1
16501;25636;2007-05-21;0
16503;26344;2007-05-24;0
16504;25604;2007-04-29;1
16507;23743;2007-05-26;0
16509;22873;2007-07-01;0
16510;18784;2007-06-05;0
16511;18586;2007-05-09;1
16512;21862;2007-04-30;1
16516;25899;2007-06-17;0
16519;26426;2007-05-14;1
16526;27138;2007-04-04;1
16528;21034;2007-05-26;0
16530;24708;2007-05-17;1
16535;22634;2007-05-20;1
16536;23115;2007-05-20;1
16539;24390;2007-04-29;1
16544;22941;2007-04-25;1
16545;28384;2007-04-20;1
16549;27672;2007-04-28;1
16554;24936;2007-04-29;1
16555;21912;2007-06-25;0
16558;21776;2007-05-21;0
16561;28505;2007-04-03;1
16563;22657;2007-05-04;1
16564;26802;2007-05-17;1
16567;19491;2007-06-19;0
16568;26117;2007-05-06;1
16572;18706;2007-04-02;1
16577;25035;2007-05-17;1
16580;22241;2007-04-10;1
16581;18462;2007-04-24;1
16583;21999;2007-04-29;1
16584;27460;2007-06-24;0
16585;24678;2007-06-28;0
16586;27313;2007-05-05;1
16589;24718;2007-04-27;1
16592;23376;2007-06-29;0
16593;27087;2007-04-14;1
16600;26900;2007-06-18;0
16601;23703;2007-07-08;0
16603;24597;2007-05-13;1
16604;19488;2007-07-09;0
16607;21621;2007-06-02;0
16608;21588;2007-04-07;1
16609;20170;2007-06-13;0
16612;23695;2007-06-03;0
16614;23841;2007-05-03;1
16615;25867;2007-04-07;1
16616;28466;2007-04-20;1
16618;23834;2007-05-19;1
16621;19986;2007-06-18;0
16625;22293;2007-04-20;1
16627;20256;2007-06-28;0
16631;20196;2007-05-03;1
16635;27175;2007-04-12;1
16639;20751;2007-05-17;1
16645;21099;2007-05-27;0
16646;19472;2007-05-16;1
16651;21869;2007-05-06;1
16654;25488;2007-04-10;1
16658;19478;2007-07-09;0
16659;25832;2007-06-21;0
16660;20700;2007-06-29;0
16661;18343;2007-06-09;0
16663;20112;2007-06-26;0
16665;26273;2007-06-22;0
16667;20726;2007-05-05;1
16669;25303;2007-04-23;1
16670;18601;2007-04-29;1
16671;24387;2007-06-17;0
16677;27514;2007-04-10;1
16678;23150;2007-07-06;0
16683;23212;2007-04-02;1
16687;20219;2007-04-27;1
16689;28282;2007-04-09;1
16691;26106;2007-05-13;1
16695;25011;2007-06-02;0
16696;18752;2007-04-06;1
16697;25710;2007-06-11;0
16698;25193;2007-04-25;1
16701;27384;2007-04-13;1
16702;24665;2007-06-07;0
16704;21505;2007-06-06;0
16708;28257;2007-04-07;1
16714;23012;2007-04-09;1
16717;21003;2007-06-07;0
16720;23402;2007-05-14;1
16725;21133;2007-06-26;0
16729;19672;2007-06-03;0
16740;22561;2007-04-24;1
16742;20600;2007-04-22;1
16744;24170;2007-05-01;1
16750;23678;2007-04-03;1
16751;26386;2007-05-09;1
16752;22999;2007-04-12;1
16755;22035;2007-05-18;1
16758;26804;2007-04-09;1
16764;28208;2007-06-16;0
16765;27022;2007-04-29;1
16769;18938;2007-05-17;1
16771;19540;2007-04-14;1
16772;19296;2007-05-04;1
16776;26098;2007-04-23;1
16777;25958;2007-05-04;1
16782;19217;2007-05-28;0
16784;24632;2007-06-02;0
16785;20153;2007-04-27;1
16788;28049;2007-06-18;0
16790;19933;2007-06-04;0
16791;26919;2007-05-12;1
16794;23259;2007-05-01;1
16799;25785;2007-04-03;1
16800;25030;2007-07-01;0
16803;20642;2007-07-04;0
16807;20726;2007-06-01;0
16810;24574;2007-04-27;1
16812;27335;2007-07-07;0
16813;23870;2007-07-04;0
16814;18698;2007-07-03;0
16816;22931;2007-05-08;1
16817;24390;2007-06-29;0
16821;22930;2007-06-13;0
16823;26452;2007-06-03;0
16824;27642;2007-06-21;0
16837;27212;2007-06-03;0
16838;28161;2007-06-10;0
16839;20493;2007-06-13;0
16841;19278;2007-06-18;0
16843;19698;2007-06-25;0
16846;28222;2007-05-15;1
16849;22170;2007-05-25;0
16852;28062;2007-07-09;0
16858;21637;2007-04-14;1
16860;25501;2007-04-19;1
16863;23637;2007-06-01;0
16870;25800;2007-06-25;0
16871;24356;2007-06-13;0
16872;24867;2007-04-21;1
16873;20735;2007-04-07;1
16874;23630;2007-05-01;1
16875;25015;2007-04-12;1
16879;23167;2007-06-22;0
16881;18882;2007-04-26;1
16884;19936;2007-06-09;0
16885;18414;2007-06-14;0
16887;27220;2007-06-17;0
16890;22056;2007-04-26;1
16894;23630;2007-05-27;0
16895;23934;2007-07-05;0
16897;18741;2007-06-30;0
16900;25898;2007-06-05;0
16901;18957;2007-06-05;0
16902;28340;2007-06-13;0
16903;22091;2007-04-26;1
16904;25007;2007-06-09;0
16905;19039;2007-04-19;1
16910;21547;2007-07-06;0
16911;25183;2007-04-23;1
16913;27107;2007-05-02;1
16917;27590;2007-06-15;0
16919;18496;2007-05-02;1
16920;24470;2007-05-11;1
16924;24403;2007-04-13;1
16925;24860;2007-05-18;1
16926;18781;2007-04-24;1
16928;25742;2007-05-20;1
16929;28334;2007-05-06;1
16930;18810;2007-06-13;0
16931;19087;2007-05-03;1
16932;28125;2007-05-01;1
16934;25907;2007-04-18;1
16936;19180;2007-05-23;0
16943;22825;2007-04-04;1
16945;25510;2007-04-05;1
16953;21568;2007-05-21;0
16958;26325;2007-04-15;1
16964;23581;2007-05-01;1
16966;25696;2007-07-02;0
16969;28069;2007-05-10;1
16971;26482;2007-04-20;1
16976;24716;2007-04-06;1
16979;27531;2007-04-10;1
16990;23099;2007-06-06;0
16996;25747;2007-04-04;1
16997;26221;2007-06-04;0
16998;27882;2007-06-13;0
17000;28452;2007-04-13;1
17006;26050;2007-06-23;0
17010;21187;2007-04-03;1
17013;27432;2007-04-06;1
17016;24125;2007-04-17;1
17018;28128;2007-05-11;1
17020;27050;2007-05-02;1
17021;19139;2007-04-14;1
17022;24803;2007-05-01;1
17023;21196;2007-04-04;1
17027;20874;2007-04-06;1
17030;20029;2007-06-29;0
17031;27133;2007-05-12;1
17033;20919;2007-04-24;1
17034;27716;2007-07-07;0
17041;20449;2007-06-15;0
17042;27782;2007-06-22;0
17043;19261;2007-06-20;0
17051;24256;2007-05-12;1
17052;26730;2007-04-26;1
17058;26935;2007-05-14;1
17063;22801;2007-07-04;0
17064;25651;2007-04-23;1
17065;22691;2007-06-01;0
17067;21817;2007-04-16;1
17068;28353;2007-04-09;1
17071;19448;2007-04-20;1
17072;22333;2007-04-03;1
17073;27659;2007-05-28;0
17074;26517;2007-06-29;0
17076;19995;2007-05-02;1
17079;21002;2007-04-26;1
17080;22721;2007-06-16;0
17081;22821;2007-06-06;0
17082;19734;2007-04-30;1
17083;18746;2007-04-19;1
17085;24411;2007-05-19;1
17087;20672;2007-05-15;1
17089;18404;2007-07-08;0
17090;19711;2007-05-22;0
17091;21060;2007-07-03;0
17093;19211;2007-04-25;1
17094;25032;2007-05-27;0
17098;22248;2007-05-30;0
17099;22039;2007-05-18;1
17101;25086;2007-07-07;0
17107;27709;2007-06-07;0
17114;23139;2007-05-30;0
17117;19964;2007-05-29;0
17120;22289;2007-05-16;1
17124;21776;2007-04-26;1
17125;19027;2007-04-03;1
17130;24861;2007-05-27;0
17135;26273;2007-06-18;0
17139;21855;2007-05-25;0
17140;22487;2007-04-10;1
17148;24709;2007-06-05;0
17150;23526;2007-07-09;0
17151;19052;2007-05-12;1
17152;18645;2007-06-03;0
17153;21008;2007-06-25;0
17154;28388;2007-04-04;1
17155;28075;2007-05-21;0
17158;23790;2007-06-16;0
17161;27439;2007-06-01;0
17162;25082;2007-06-07;0
17166;23703;2007-05-04;1
17167;25182;2007-06-02;0
17168;23573;2007-04-21;1
17169;25504;2007-06-20;0
17173;21756;2007-06-10;0
17175;20957;2007-07-06;0
17184;22660;2007-05-12;1
17186;25006;2007-06-19;0
17187;19563;2007-04-07;1
17191;27337;2007-05-15;1
17194;20313;2007-04-05;1
17195;23686;2007-05-18;1
17198;27001;2007-05-26;0
17199;26144;2007-04-07;1
17203;27843;2007-06-24;0
17207;25526;2007-07-03;0
17210;20202;2007-05-22;0
17212;26222;2007-06-17;0
17216;20389;2007-05-20;1
17227;22541;2007-05-03;1
17234;20056;2007-04-05;1
17235;18579;2007-07-06;0
17241;28117;2007-06-26;0
17244;19995;2007-07-06;0
17247;21566;2007-06-11;0
17251;24566;2007-04-22;1
17252;24492;2007-06-08;0
17253;24975;2007-06-10;0
17254;19570;2007-05-31;0
17257;22135;2007-05-15;1
17261;23324;2007-07-08;0
17262;24083;2007-04-28;1
17264;19998;2007-06-30;0
17268;23307;2007-06-16;0
17273;24637;2007-04-22;1
17276;26833;2007-05-14;1
17278;20655;2007-06-15;0
17282;18624;2007-04-05;1
17283;27324;2007-06-24;0
17285;20142;2007-07-04;0
17288;21063;2007-04-15;1
17292;21397;2007-05-11;1
17293;28100;2007-05-20;1
17295;22535;2007-06-27;0
17302;26896;2007-07-05;0
17303;18491;2007-06-15;0
17304;20951;2007-06-15;0
17305;19391;2007-06-18;0
17306;20698;2007-04-30;1
17307;28493;2007-05-18;1
17311;22966;2007-04-28;1
17315;26575;2007-04-06;1
17317;25396;2007-05-14;1
17318;20869;2007-06-22;0
17319;28494;2007-07-05;0
17321;19148;2007-04-25;1
17322;21803;2007-07-01;0
17324;27163;2007-05-31;0
17325;25466;2007-05-09;1
17326;19785;2007-06-20;0
17328;22858;2007-06-02;0
17329;19546;2007-04-14;1
17331;22163;2007-05-30;0
17332;24190;2007-04-29;1
17339;18292;2007-05-13;1
17340;28081;2007-06-06;0
17342;27765;2007-05-25;0
17344;19878;2007-04-15;1
17345;21210;2007-06-06;0
17348;26765;2007-06-17;0
17356;22359;2007-06-11;0
17358;19965;2007-04-16;1
17359;24123;2007-05-08;1
17360;28243;2007-07-07;0
17363;20624;2007-05-29;0
17365;21785;2007-06-04;0
17366;27413;2007-07-08;0
17372;19023;2007-05-05;1
17375;23573;2007-07-07;0
17376;20020;2007-06-10;0
17378;25516;2007-04-27;1
17383;19017;2007-04-09;1
17385;24423;2007-06-25;0
17389;20510;2007-07-02;0
17390;23684;2007-04-16;1
17394;18686;2007-05-15;1
17398;27810;2007-04-16;1
17399;26731;2007-05-20;1
17400;22434;2007-06-08;0
17401;25908;2007-04-19;1
17404;18339;2007-05-26;0
17410;21517;2007-07-08;0
17415;22951;2007-04-24;1
17418;18913;2007-05-09;1
17426;24398;2007-05-25;0
17430;19307;2007-05-22;0
17433;27423;2007-06-17;0
17436;21573;2007-05-14;1
17437;20718;2007-06-13;0
17441;28499;2007-07-06;0
17442;26635;2007-05-20;1
17444;27630;2007-07-03;0
17447;23432;2007-07-02;0
17449;24373;2007-04-22;1
17456;25727;2007-05-26;0
17458;25316;2007-04-22;1
17462;25972;2007-06-04;0
17463;24266;2007-06-15;0
17466;23738;2007-05-03;1
17469;23372;2007-06-22;0
17476;18529;2007-06-16;0
17477;19768;2007-04-09;1
17480;22810;2007-05-06;1
17486;24648;2007-04-18;1
17487;28499;2007-06-01;0
17490;18969;2007-06-04;0
17491;19478;2007-07-01;0
17492;24040;2007-05-23;0
17493;22823;2007-05-21;0
17494;28210;2007-04-25;1
17495;27415;2007-06-23;0
17498;22725;2007-05-11;1
17499;18991;2007-06-09;0
17500;19439;2007-06-28;0
17502;21576;2007-07-07;0
17504;22995;2007-05-12;1
17512;19463;2007-06-05;0
17513;22336;2007-06-10;0
17521;23877;2007-06-10;0
17523;24245;2007-04-14;1
17526;22530;2007-07-07;0
17527;20392;2007-06-15;0
17532;25681;2007-06-07;0
17533;20917;2007-04-18;1
17535;19613;2007-06-12;0
17538;22436;2007-05-06;1
17540;27227;2007-05-12;1
17542;20413;2007-06-09;0
17544;18868;2007-04-16;1
17550;26697;2007-05-25;0
17551;21987;2007-05-15;1
17552;22225;2007-07-01;0
17555;24200;2007-04-19;1
17557;25969;2007-06-24;0
17560;18590;2007-04-13;1
17564;21439;2007-05-24;0
17565;28495;2007-06-05;0
17567;27184;2007-05-19;1
17569;21346;2007-07-05;0
17571;26676;2007-04-28;1
17577;20081;2007-04-17;1
17579;20031;2007-04-03;1
17581;20825;2007-04-16;1
17583;19228;2007-04-07;1
17586;22573;2007-04-12;1
17596;25475;2007-04-09;1
17597;19646;2007-04-05;1
17599;19011;2007-05-20;1
17602;20185;2007-06-14;0
17608;23344;2007-04-19;1
17610;20736;2007-04-18;1
17612;20592;2007-06-26;0
17615;26402;2007-07-06;0
17617;22186;2007-06-29;0
17618;20146;2007-07-04;0
17621;21293;2007-04-22;1
17623;22179;2007-06-04;0
17625;26456;2007-06-05;0
17626;24955;2007-07-05;0
17628;21364;2007-04-28;1
17629;27442;2007-04-19;1
17637;20735;2007-04-09;1
17642;21554;2007-05-12;1
17644;24517;2007-04-29;1
17646;18742;2007-07-04;0
17647;20795;2007-06-04;0
17652;28137;2007-04-10;1
17657;26644;2007-04-11;1
17662;23721;2007-06-06;0
17663;24539;2007-07-09;0
17664;25806;2007-06-01;0
17668;22266;2007-04-06;1
17669;21516;2007-04-09;1
17670;25763;2007-05-26;0
17674;24039;2007-06-16;0
17675;28435;2007-05-07;1
17676;28376;2007-06-19;0
17678;26299;2007-05-08;1
17679;23732;2007-06-08;0
17682;25994;2007-06-20;0
17687;18878;2007-05-04;1
17690;20217;2007-07-07;0
17697;25652;2007-05-13;1
17702;27166;2007-05-30;0
17706;25815;2007-06-07;0
17713;19494;2007-05-22;0
17714;26260;2007-05-03;1
17715;28182;2007-04-03;1
17719;22917;2007-06-23;0
17720;23963;2007-04-29;1
17725;23130;2007-04-25;1
17727;24012;2007-04-18;1
17734;23049;2007-05-03;1
17735;23198;2007-04-14;1
17741;24364;2007-05-03;1
17744;21433;2007-04-10;1
17751;22035;2007-05-08;1
17753;19758;2007-05-22;0
17754;20911;2007-06-21;0
17759;23670;2007-07-06;0
17764;24536;2007-06-15;0
17767;18919;2007-05-17;1
17768;25083;2007-04-20;1
17770;22550;2007-05-01;1
17771;21657;2007-05-15;1
17775;28237;2007-07-06;0
17778;24975;2007-05-20;1
17779;25773;2007-04-03;1
17780;20841;2007-06-06;0
17783;28024;2007-04-29;1
17785;23995;2007-05-17;1
17787;24902;2007-04-13;1
17791;24874;2007-06-09;0
17792;25597;2007-04-25;1
17793;21520;2007-05-03;1
17798;21363;2007-04-22;1
